,ID,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumWebVisitsMonth,Complain,Response,Amount,TotalPurchases,Age,Years_Since_Registration,Cluster_labels
2090,4865,Master,Divorced,53367.0,1,1,2,7,0,1,400,21,50,10.379192334017796,Low
2091,2686,Basic,Together,22390.0,0,0,49,7,0,0,26,4,55,10.239561943874058,Average
2092,3107,Graduation,Together,71322.0,0,1,31,2,0,0,350,13,48,9.946611909650924,Low
2093,7734,Graduation,Absurd,79244.0,0,0,58,1,0,1,1216,22,31,11.077344284736482,Average
2094,1146,Master,Together,49912.0,0,1,5,8,0,1,874,26,75,11.523613963039015,Average
2095,11031,PhD,Married,48699.0,1,1,90,5,0,0,40,5,74,10.65845311430527,High
2096,7428,Graduation,Together,80144.0,0,0,47,1,0,0,1367,19,49,10.297056810403832,High
2097,975,Graduation,Single,54252.0,1,1,25,6,0,0,264,15,68,10.639288158795345,Average
2098,1103,Master,Married,81929.0,1,0,60,6,0,1,2053,20,48,11.299110198494182,High
2099,3422,Graduation,Married,76068.0,0,1,67,6,0,0,1376,10,49,11.132101300479125,Average
2100,1055,Master,Married,53204.0,1,1,40,4,0,0,45,5,48,9.828884325804244,Low
2101,6544,PhD,Together,67911.0,0,1,63,3,0,0,976,27,75,9.656399726214921,Low
2102,1241,2n Cycle,Married,14796.0,1,0,1,9,0,1,51,6,40,11.331964407939767,High
2103,2909,PhD,Married,78128.0,0,1,89,3,0,0,1264,20,50,9.908281998631075,Low
2104,5802,Basic,Married,14188.0,0,0,40,6,0,0,75,7,52,10.882956878850102,High
2105,1407,Basic,Married,20425.0,1,0,5,7,0,0,57,7,38,11.21697467488022,High
2106,6183,Master,Married,58646.0,0,1,3,4,0,0,140,8,62,10.28062970568104,High
2107,340,Graduation,Divorced,72967.0,0,1,1,5,0,1,497,19,54,11.08829568788501,High
2108,5991,Master,Married,48150.0,0,1,24,7,0,0,266,13,75,10.447638603696099,High
2109,3104,Graduation,Single,82332.0,0,0,89,2,0,1,2006,21,63,11.331964407939767,Average
2110,9729,Graduation,Widow,58275.0,1,1,48,7,0,0,615,23,69,10.94318959616701,Average
2111,1008,PhD,Together,44953.0,0,0,31,6,0,0,1021,24,43,11.071868583162217,High
2112,11091,Graduation,Together,34587.0,1,1,68,4,0,0,22,6,71,9.672826830937714,Low
2113,3969,Master,Together,43018.0,0,1,46,5,0,0,133,7,50,11.014373716632443,Average
2114,1916,Master,Married,45736.0,0,1,92,7,0,0,437,19,70,10.483230663928817,Low
2115,9907,Master,Together,66476.0,0,1,80,4,0,0,1013,26,55,10.765229295003422,Low
2116,87,2n Cycle,Married,27733.0,1,0,16,7,0,0,57,7,43,10.392881587953456,Average
2117,8659,PhD,Together,69805.0,0,1,50,2,0,0,1038,27,72,9.987679671457906,High
2118,6262,Master,Single,72217.0,0,0,93,2,0,0,1573,22,62,10.286105407255304,Low
2119,6147,Graduation,Divorced,25818.0,1,0,51,7,0,0,28,4,53,11.247091033538672,High
2120,8832,Master,Together,37509.0,1,0,24,7,0,0,123,9,48,11.104722792607802,High
2121,10067,2n Cycle,Together,25176.0,1,1,79,7,0,0,13,4,48,10.275154004106776,Low
2122,7532,Graduation,Married,43586.0,0,1,26,8,0,0,132,10,44,11.381245722108146,High
2123,4915,2n Cycle,Married,53230.0,0,1,86,5,0,0,732,23,68,11.860369609856264,Low
2124,2115,Graduation,Together,50116.0,1,1,68,5,0,0,66,7,67,9.57700205338809,Low
2125,2088,Graduation,Together,84906.0,0,0,98,2,0,0,1631,24,52,10.770704996577686,Low
2126,2493,Graduation,Married,61286.0,0,1,34,5,0,0,608,18,58,10.937713894592745,Low
2127,6292,PhD,Married,82333.0,0,0,60,2,0,1,1822,18,38,10.80082135523614,Low
2128,1631,PhD,Together,65220.0,0,0,3,6,0,1,1282,23,59,11.85763175906913,Average
2129,10104,Graduation,Together,33590.0,2,1,65,7,0,0,8,4,50,10.85284052019165,High
2130,3006,Graduation,Divorced,30992.0,1,0,83,7,0,0,43,5,48,10.737850787132102,High
2131,3919,Master,Single,72309.0,0,0,64,3,0,1,1931,20,48,10.203969883641342,Average
2133,642,Basic,Married,16005.0,1,0,69,8,0,0,103,8,44,11.425051334702259,Average
2134,4369,Master,Absurd,65487.0,0,0,48,2,0,0,1169,17,67,9.295003422313483,Low
2135,10127,Graduation,Married,58692.0,0,1,21,7,0,0,395,15,59,9.620807665982204,Average
2136,271,Graduation,Widow,40590.0,1,1,30,6,0,0,258,15,55,10.932238193018481,Average
2137,4973,Graduation,Single,20587.0,1,0,39,7,0,0,25,5,54,9.19917864476386,Low
2138,2948,Master,Divorced,62637.0,0,1,76,2,0,0,185,10,70,10.036960985626283,Average
2139,2715,Master,Divorced,29435.0,1,1,11,9,0,1,180,11,58,11.60848733744011,Average
2140,10432,Graduation,Divorced,19346.0,1,0,26,8,0,0,22,5,50,9.963039014373717,Average
2141,9216,Graduation,Married,35788.0,1,1,34,6,0,0,44,7,53,9.982203969883642,Average
2142,7124,Graduation,Divorced,36997.0,1,1,72,5,0,0,94,12,56,11.039014373716633,Low
2143,9727,Graduation,Married,23539.0,0,0,13,6,0,0,81,7,67,9.883641341546886,Low
2144,5136,Graduation,Single,65333.0,0,1,58,6,0,0,798,28,51,9.998631074606434,High
2145,9790,Graduation,Single,78499.0,0,0,12,4,0,1,1334,19,67,10.149212867898699,High
2146,1818,PhD,Together,29732.0,1,0,23,9,0,0,38,5,53,9.815195071868583,Low
2147,1100,Master,Together,41275.0,1,2,33,5,0,0,61,11,64,9.817932922655714,Low
2148,7873,PhD,Together,63516.0,1,1,30,5,0,0,300,16,51,10.611909650924025,High
2149,10609,PhD,Married,42769.0,0,1,15,4,0,0,88,8,62,10.102669404517453,Low
2150,6950,Master,Married,49572.0,1,1,25,7,0,0,54,7,66,10.088980150581794,Average
2151,7233,Graduation,Married,69209.0,0,0,4,4,0,0,1782,16,52,11.331964407939767,Average
2152,9481,Graduation,Married,17148.0,1,0,80,8,0,0,68,11,48,9.96851471594798,Average
2153,7699,Graduation,Widow,40590.0,1,1,30,6,0,0,258,15,55,10.932238193018481,Average
2154,2711,Master,Together,30560.0,1,0,6,7,0,0,31,5,48,10.557152635181383,High
2155,8933,2n Cycle,Married,32146.0,1,0,16,6,0,0,66,8,41,9.117043121149898,Average
2156,8726,2n Cycle,Divorced,41713.0,1,1,57,6,0,0,174,13,60,9.71937029431896,Low
2157,1515,Master,Together,34176.0,0,1,9,3,0,0,28,5,49,9.984941820670773,High
2158,5186,PhD,Married,58482.0,0,1,59,6,0,0,731,22,69,9.122518822724162,Average
2159,10157,Graduation,Single,59686.0,0,1,78,4,0,0,274,12,59,9.976728268309378,Average
2160,5667,PhD,Married,60896.0,0,1,90,6,0,1,1701,26,60,11.184120465434633,High
2161,902,Graduation,Together,62994.0,1,0,74,6,0,0,312,13,44,9.790554414784394,Low
2162,977,Graduation,Together,47320.0,0,1,10,6,0,0,414,20,67,11.02258726899384,Low
2163,7313,2n Cycle,Widow,74859.0,0,0,63,3,0,0,1565,23,75,10.86652977412731,Low
2164,7600,Basic,Single,15253.0,1,0,13,7,0,0,29,6,32,10.220396988364135,High
2165,9706,PhD,Single,31560.0,1,0,98,8,0,0,94,8,50,10.565366187542779,High
2166,2429,Graduation,Divorced,72071.0,0,1,4,2,0,0,1338,20,70,10.921286789869953,Low
2167,3520,Master,Single,91172.0,0,0,94,3,0,1,1092,14,34,10.809034907597535,Low
2168,10394,Graduation,Married,90000.0,0,0,91,1,0,0,1479,18,40,10.067077344284737,Average
2169,4548,Graduation,Single,41967.0,1,1,66,4,0,0,54,5,43,10.149212867898699,High
2170,9362,Graduation,Single,69263.0,0,1,14,6,0,0,568,18,59,9.708418891170432,High
2171,3968,2n Cycle,Divorced,65706.0,0,0,77,7,0,1,1199,27,54,10.55441478439425,Low
2172,4084,Graduation,Together,60934.0,0,1,41,4,0,0,873,23,49,9.998631074606434,High
2173,6721,Graduation,Married,71965.0,0,1,21,3,0,0,1213,17,73,10.469541409993155,High
2174,2829,Graduation,Married,65210.0,0,1,25,6,0,0,731,22,69,9.289527720739219,Low
2175,1772,PhD,Married,79174.0,0,0,2,2,0,1,2043,19,49,10.209445585215606,Low
2176,1544,Master,Divorced,81380.0,0,0,51,2,0,0,1893,17,57,11.069130732375086,Average
2177,492,PhD,YOLO,48432.0,0,1,3,8,0,0,424,19,51,11.247091033538672,High
2178,4377,Graduation,Married,52914.0,0,1,32,7,0,0,575,15,53,10.546201232032855,Average
2179,4541,Graduation,Together,38946.0,0,1,84,5,0,0,257,12,69,10.231348391512663,High
2180,1321,Graduation,Married,26067.0,1,0,49,8,0,0,56,9,50,10.767967145790555,High
2181,8858,PhD,Married,44325.0,0,1,69,8,0,0,542,21,52,10.54072553045859,High
2182,3266,Graduation,Married,42523.0,0,0,96,2,0,0,125,7,60,9.735797399041752,Average
2183,11187,Basic,Single,26487.0,1,0,23,5,0,0,69,9,46,10.661190965092402,High
2184,8207,2n Cycle,Married,53233.0,0,1,18,4,0,0,40,5,67,9.834360027378509,Low
2185,9723,Graduation,Married,67716.0,0,1,8,5,0,0,1016,28,64,10.294318959616701,Low
2186,2666,Master,Married,76234.0,0,1,21,3,0,0,907,23,52,9.626283367556468,Average
2187,5721,PhD,Married,84117.0,0,0,60,2,0,0,1566,24,68,9.19917864476386,High
2188,10652,Master,Together,65487.0,0,0,48,2,0,0,1169,17,67,9.295003422313483,High
2189,1646,Basic,Married,25224.0,1,0,36,3,0,0,46,7,52,9.839835728952773,Low
2190,4418,Master,Single,89616.0,0,0,36,2,0,1,1644,25,41,10.8911704312115,Low
2191,2656,Graduation,Divorced,40851.0,1,1,63,7,0,0,59,5,53,10.902121834360027,Average
2192,7990,Graduation,Married,27469.0,0,0,2,6,0,0,17,4,77,11.939767282683095,Low
2193,8722,2n Cycle,Married,82347.0,0,0,38,3,0,1,1853,25,67,11.600273785078713,High
2194,7118,Graduation,Married,73803.0,0,1,61,6,0,1,1528,22,67,12.02464065708419,High
2195,2980,Master,Single,8820.0,1,1,52,8,0,0,35,10,72,10.822724161533197,Low
2196,1839,Graduation,Single,43322.0,0,0,25,7,0,0,141,8,50,9.741273100616016,High
2197,10722,Graduation,Together,55593.0,0,1,63,6,0,0,546,17,51,10.406570841889117,High
2198,2632,Graduation,Married,50501.0,1,1,10,6,0,1,500,20,70,10.581793292265571,Low
2199,9014,Graduation,Married,37085.0,1,1,65,8,0,0,61,10,49,9.560574948665298,Average
2200,7620,Basic,Single,16185.0,1,0,71,8,0,0,106,8,34,10.694045174537989,Low
2201,10968,Graduation,Single,57731.0,0,1,0,6,0,0,704,26,55,11.148528405201917,Average
2202,11133,PhD,YOLO,48432.0,0,1,3,8,0,1,424,19,51,11.247091033538672,Low
2203,2736,Graduation,Married,73807.0,0,1,88,2,0,0,849,23,46,10.956878850102669,
2204,1876,Graduation,Married,18929.0,0,0,15,6,0,0,85,6,34,10.915811088295689,
2205,5959,Graduation,Single,35893.0,1,1,80,8,0,0,199,15,56,11.255304585900069,
2206,1092,Graduation,Married,61014.0,0,1,17,7,0,0,1147,20,44,11.189596167008897,
2207,4333,Graduation,Together,32144.0,1,1,76,7,0,0,54,10,70,9.820670773442847,
2208,3850,Basic,Together,14918.0,0,1,52,6,0,0,43,5,61,11.515400410677618,
2209,6168,Graduation,Divorced,45146.0,1,1,28,4,0,0,53,6,61,10.507871321013004,
2210,607,2n Cycle,Divorced,41769.0,0,1,31,8,0,0,521,22,69,10.924024640657084,
2211,10469,Graduation,Together,88325.0,0,0,42,2,0,0,1623,18,43,9.711156741957563,
2212,6983,Master,Divorced,38054.0,1,1,24,7,0,0,45,7,74,10.03148528405202,
2213,3661,2n Cycle,Single,80617.0,0,0,42,2,0,0,1435,19,29,11.101984941820671,
2214,9303,Graduation,Married,5305.0,0,1,12,13,0,0,32,1,48,10.466803559206022,
2215,692,Graduation,Together,36807.0,1,1,88,6,0,0,16,4,70,11.07460643394935,
2216,736,Graduation,Together,28427.0,1,0,67,8,0,0,52,7,41,10.825462012320328,
2217,9589,PhD,Widow,82032.0,0,0,54,1,0,0,1234,17,76,9.705681040383299,
2218,4838,Graduation,Together,22775.0,1,0,40,8,0,0,15,4,46,10.57905544147844,
2219,9246,Master,Together,40101.0,1,0,73,7,0,0,415,17,39,11.2580424366872,
2220,6261,Graduation,Married,58025.0,0,1,81,4,0,0,470,18,45,10.140999315537304,
2221,7366,Master,Single,75777.0,0,0,12,1,0,1,1438,21,42,10.778918548939084,
2222,10659,2n Cycle,Together,7500.0,1,0,7,7,0,0,53,11,45,10.535249828884325,
2223,1448,Master,Married,33562.0,1,2,33,4,0,0,51,9,61,9.56331279945243,
2224,4286,PhD,Single,57642.0,0,1,24,4,0,0,679,22,54,9.377138945927447,
2225,4749,Graduation,Together,58554.0,1,1,55,7,0,0,586,22,56,11.307323750855579,
2226,4478,Graduation,Married,63777.0,1,1,87,8,0,0,653,26,45,10.817248459958932,
2227,4201,Graduation,Single,57967.0,0,1,39,5,0,0,468,19,62,10.874743326488707,
2229,10084,Graduation,Married,24434.0,2,0,9,7,0,0,50,7,52,9.66735112936345,
2230,7004,Graduation,Single,11012.0,1,0,82,9,0,0,84,9,40,10.839151266255989,
2231,9817,Master,Single,44802.0,0,0,71,8,0,0,1049,27,54,11.405886379192333,
2232,8080,Graduation,Single,26816.0,0,0,50,4,0,0,22,4,38,11.416837782340862,
2234,8372,Graduation,Married,34421.0,1,0,81,7,0,0,30,4,50,11.025325119780971,
2235,10870,Graduation,Married,61223.0,0,1,46,5,0,0,1341,18,57,10.595482546201232,
2236,4001,PhD,Together,64014.0,2,1,56,7,0,0,444,22,78,9.281314168377824,
2237,7270,Graduation,Divorced,56981.0,0,0,91,6,0,0,1241,19,43,9.976728268309378,
2238,8235,Master,Together,69245.0,0,1,8,3,0,0,843,23,68,9.979466119096509,
2239,9405,PhD,Married,52869.0,1,1,40,7,0,1,172,11,70,11.255304585900069,
